code,description/en,License,access/availableOnline,access/exampleIdentifiers,access/guidanceOnLocatingIds,access/languages,access/onlineAccessDetails,access/publicDatabase,confirmed,coverage,data/availability,data/dataAccessDetails,data/features,data/licenseDetails,data/licenseStatus,deprecated,formerPrefixes,links/opencorporates,links/wikipedia,listType,meta/lastUpdated,meta/source,name/en,name/local,quality,quality_explained/Availability: API,quality_explained/Availability: Bulk download,quality_explained/Availability: CSV format,quality_explained/Availability: Excel format,quality_explained/Availability: JSON format,quality_explained/Availability: PDF format,quality_explained/Availability: RDF format,quality_explained/Availability: XML format,quality_explained/License: Closed License,quality_explained/License: No License,quality_explained/License: Open License,quality_explained/List type: Local,quality_explained/List type: Primary,quality_explained/List type: Secondary,quality_explained/List type: Third Party,registerType,sector,structure,subnationalCoverage,url
IN-MHA,"The Foreign Contributions (Regulation) Act required NGOs in receipt of foreign funding in India to register with the government. They are assigned an FRCA Registration Number.

",,,"104860017, 147040594","Some states appear to publish lists of local FRCA numbers, and a web search for an organisation name and 'FRCA' may identify it's number, which can be verified through the FRCA Online website. 

Organisations may also be able to provide their own identifiers. ",en,"A full search service for identifiers does not appear to be available. However, a service is available from the website to verify identifiers, which will return information on the address and validity of an FRCA certificate when an identifier is supplied.",https://fcraonline.nic.in/fc_reg_certificate_details_verification1.aspx,True,IN,data_not_available,,"registered_address, date_of_registration, expiry_date, status",,,False,,,"https://en.wikipedia.org/wiki/Foreign_Contribution_(regulation)_Act,_2010",secondary,2017-06-25,IATI,Ministry of Home Affairs (India) Foreign Contributions (Regulation) Act Register,,50,,,,,,,,,,,,,,50,,,,charity,,https://fcraonline.nic.in/
IO-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for British Indian Ocean Territory (the).",https://gov-id-finder.codeforiati.org/countries/IO/,True,IO,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,British Indian Ocean Territory (the) Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/IO/
IQ-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Iraq.",https://gov-id-finder.codeforiati.org/countries/IQ/,True,IQ,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,Iraq Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/IQ/
IQ-NGO,"The NGO Directory registers both local and international NGOs operating in Iraq, and assigns a registration number to each. ",,False,1Z2364,Organisations are provided with a registration certificate which contains their registration number.,ar,,,True,IQ,data_not_available,,,,no_license,False,,,,secondary,2018-08-06,Desk research,NGO Directorate (Republic of Iraq),,55,,,,,,,,,,5,,,,50,,,,charity,,http://www.ngoao.gov.iq/
IR-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Iran (Islamic Republic of).",https://gov-id-finder.codeforiati.org/countries/IR/,True,IR,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,Iran (Islamic Republic of) Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/IR/
IS-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Iceland.",https://gov-id-finder.codeforiati.org/countries/IS/,True,IS,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,Iceland Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/IS/
IS-KEN,"**Identification number - kennitala**. 
In Iceland, persons and enterprises are issued a unique identification number which is recorded in the national register and register of enterprises.

Individuals are identified with the ID numbers in the national registry system. There are two types of personal ID number registered in the national registry i.e. system ID No. and personal ID No.  
Personal ID numbers are issued at birth to all children born in Iceland and Icelandic citizens born abroad. Personal ID numbers are also assigned to all individuals who register their domicile in Iceland.
A system ID number is only issued to individuals who intend to stay less than 3-6 months in Iceland or do not intend to stay in the country at all. 
",,True,"5711160300, 5512982489, 7105101130","Entities can be searched by name, address, Kennitala or VAT number. ",is,,https://www.skatturinn.is/fyrirtaekjaskra/,True,IS,api,Closed API is documented at https://gagnatorg.ja.is/docs/skra/v1/,"directors_trustees_governors, shareholders, registered_address, contact_address, industry_classifications, date_of_registration, tax_id_number, post_code_zip_code, objectives_purpose, activities_sector_code, financial_turnover_details, expiry_date","It is not permitted to copy, change, distribute, rent, sell, publish or produce any content based on information from the search engine of the company register, annual accounts register and value added tax register.  https://www.skatturinn.is/notkunarskilmalar ",closed_license,False,,,https://en.wikipedia.org/wiki/Icelandic_identification_number,primary,2024-02-13,Original research,Icelandic Social Security Number,Íslensk kennitala,77,2,,,,,,,,0,,,,75,,,,,company,,https://www.skra.is/
IT-CF,"Companies (and some other entities) in Italy must register with the Business Register of the Chambers of Commerce. 

They are assigned a Codice Fiscale (CF) or Tax Code which also acts as their Partitia IVA (P.IVA) or VAT Number. 

Entities may also be assigned an Economic and Administrative Directory (REA) identifier.",,True,"80078410588, 91016940925","The identifier to use along with the IT-CF code is reported as the 'Codice Fiscale' ('CF') and often as the 'Partitia IVA' ('P.IVA'). Some organisations will publish this number on their websites. Check the Business Register or, for NGOs, the AICS register http://www.aics.gov.it/?page_id=7286","it, en","An online search allows the existence of a company to be confirmed. To access identifiers requires registration, and the payment of a small fee to conduct a search that will return identifiers. 

The Italian Agency for Development Cooperation (Agenzia Italiana per la Cooperazione allo Sviluppo or 'AICS') maintain a list of civil society organisations ('Elenco CSO') registered with them. This includes those organsiations' names and CF/P.IVA as well as other information (address, website) which can be found here http://www.aics.gov.it/?page_id=7286. ",http://www.registroimprese.it/,True,IT,data_not_available,,,,closed_license,False,"IT-RI, IT-CR",,https://it.wikipedia.org/wiki/Codice_fiscale,primary,2017-09-15,Desk research,Italian Tax Code / VAT Number,Codice Fiscale (CF) / Partitia IVA (P.IVA),75,,,,,,,,,0,,,,75,,,,,"charity, company",,http://www.registroimprese.it/
IT-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Italy.",https://gov-id-finder.codeforiati.org/countries/IT/,True,IT,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,Italy Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/IT/
IT-CUUO,"The Codice Univoco Unità Organizzativa (CUUO) is a unique identifier for all organizational units of public bodies, authorities and public services in Italy. Codes are issued by Agenzia per l’Italia Digital (AGID) as part of the Indice dei domicili digitali della Pubblica Amministrazione (IPA). Accreditation to IPA is mandatory for all Administrations.",,True,"7GEM3B, PL20QL, NAELZU, E7F7SL, UFFTT8",,,,https://www.indicepa.gov.it/ipa-portale/consultazione/domicilio-digitale/ricerca-unita-organizzativa,True,IT,"api, bulk, csv, xml, json, excel","https://www.indicepa.gov.it/ipa-portale/dati-statistiche/web-service
https://indicepa.gov.it/ipa-dati/dataset/unita-organizzative","registered_address, contact_address, e-mail_address, date_of_registration, registration_number, phone_number, tax_id_number, post_code_zip_code",https://creativecommons.org/licenses/by/4.0/,open_license,False,,,https://it.wikipedia.org/wiki/Agenzia_per_l%27Italia_digitale,primary,2021-07-28,Original research,Unique Organizational Unit Code,Codice Univoco Unità Organizzativa,93,2,2,1,1,1,,,1,,,10,,75,,,,,government_agency,,https://www.indicepa.gov.it/ipa-portale/
IT-RI,"Companies (and some other entities) in Italy must register with the Business Register of the Chambers of Commerce. 

They are assigned a Codice Fiscale (CF) or Tax Code. 

Entities may also be assigned an Economic and Administrative Directory (REA) identifier. ",,True,80078410588,The identifier to use along with the IT-RI code is reported as the 'Codice Fiscale' or 'CF'.  Some organisations will publish this number on their websites. ,"it, en","An online search allows the existence of a company to be confirmed. To access identifiers requires registration, and the payment of a small fee to conduct a search that will return identifiers.",http://www.registroimprese.it/,True,IT,data_not_available,,,,closed_license,True,,,,primary,2017-11-08,Desk research,Business Register of the Italian Chambers of Commerce,Registro Imprese delle Camere di Commercio (Italia),75,,,,,,,,,0,,,,75,,,,,"charity, company",,http://www.registroimprese.it/
JE-COA,"A government's budget (or 'Chart of Accounts') often refers to government agencies, departments and ministries with stable codes. These can be reliably used in open data publications as identifiers.

This org-id.guide entry is generated and maintained by Gov Org ID Finder [1] from Development Initiatives. Where available, Gov Org ID Finder extracts and makes Chart of Accounts codes available for the convenience of users. The authoritative source remains the government's budget or Chart of Accounts.

[1] https://gov-id-finder.codeforiati.org/about",,False,,,,"Codes can be found in the government budget or Chart of Accounts. Gov Org ID Finder extracts and makes some of these codes available for the convenience of users. However, no codes have yet been extracted for Jersey.",https://gov-id-finder.codeforiati.org/countries/JE/,True,JE,,"Look at the government budget or Chart of Accounts. If you find identifiers, you can also submit them for inclusion to Gov Org ID Finder: https://gov-id-finder.codeforiati.org/about",,,no_license,False,,,,secondary,2022-03-23,Desk research,Jersey Chart of Accounts,,55,,,,,,,,,,5,,,,50,,,,government_agency,,https://gov-id-finder.codeforiati.org/countries/JE/
